trait_id	source_kind	source_namespace	source_accession	source_header	source_member	source_sequence_length	source_sequence_sha256	canonical_uniprot_id	status
proteintraitsmech:ELIFE109154_IPL	seed_alignment	UniProtKB	A0A0X1T668	tr|A0A0X1T668|A0A0X1T668_PSEAA	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	107	381739f9fa3cf1d6e3de178fbabf2993e53d8bb9decabe10c42f988a1f058062		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	EMBL	AAO56100.1	AAO56100.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	106	740cf8a8da567225424551200a0fd9f4f11e6f2f55f4edbcf8983d6dcdc57917		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	EMBL	KJY78326.1	KJY78326.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	113	8f839a3985c601111767f6bd4c244852670169b11cb7a9a353ddc5ca556a3e60		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	RefSeq	WP_011081756.1	WP_011081756.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	109	05c6dd9e91d816ba22f122f2caa477a4ce36fe4c8381e9e6f7aaa7b9006d33b2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	UniProtKB	G7ZCF9	tr|G7ZCF9|G7ZCF9_AZOL4	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	100	376f2d33ca7894bcb8f77b63d549c630d556025553a9254f8f1930e241b18062		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	EMBL	AIB42180.1	AIB42180.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	111	33c8fd1d4785eb660e5dcf5a995b3f05b66724ae3f3377d4d7cd0385e507a6ef		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	RefSeq	WP_011533710.1	WP_011533710.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	105	892c79edccc28ba88bcdce9b2660f36d3484aff66d9d2245c952da44ad9199e4		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	EMBL	ABJ13503.1	ABJ13503.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	101	e130a0eb8864d2eff9d39355136417e74365f62d6bfd4b540dcd1208b3cc7120		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_IPL	seed_alignment	RefSeq	WP_041752761.1	WP_041752761.1	nrp-metallophore-SI-main/1_rule_development/alignments/IPL.clw	107	6e5903e970912b7b6e3723518d6b3604893401266f4d9dd8efb7204f05edf56f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	AGE11890.1	AGE11890.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	419	3d74a31b1e9885945692a04387dafe726d3631402670de9dbd8c198b160155dd		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	RefSeq	WP_015217392.1	WP_015217392.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	440	795e3c61d12dce5fed198ef98e7c2e06908010a1e8013637d12d2f2a2195c7cc		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	UniProtKB	U2JZQ2	tr|U2JZQ2|U2JZQ2_9FIRM	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	459	65311038725143189faebdc56ac8ea51bf5763e111893beec1250cf10ed179d4		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	AAS61889.1	AAS61889.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	434	825be2d33fb51e958288fe6bf4dee347d08ace55225a963024a786851d540234		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	RefSeq	WP_054452513.1	WP_054452513.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	445	ccd7195080e596a3aa4391bde692034769f4fb02078e6f9b30149256cada12f8		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	UniProtKB	F6CXE6	tr|F6CXE6|F6CXE6_MARPP	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	464	ac7a911283a2653f1275d5fcbb6ee02bcce21b49c19c16f37ec3e92ce4a9972f	UniProtKB:F6CXE6	QUALIFIED
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	UniProtKB	H6R5M0	tr|H6R5M0|H6R5M0_NOCCG	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	439	c97fc81d5b520ed3c5241a4e3ab37d3b4ca2d2934966a9c606861a7148e90065	UniProtKB:H6R5M0	QUALIFIED
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	UniProtKB	A0A426PWW0	tr|A0A426PWW0|A0A426PWW0_9CORY	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	390	f93ef03aabc50fd85b2ab98ef7ca107fd54cf30051c5283473900180859f9fa3		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	CCP45174.1	CCP45174.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	450	d2b1f22ac8b6b779a5a3232d13294b42fbebcd783cdf7733f3e23bab8d2d1d9a		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	AMK48233.1	AMK48233.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	444	3475aaf0aae7e9d1dae7f3de34ce732cd27751757c180a442250c9414757b20e		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	RefSeq	WP_009076320.1	WP_009076320.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	436	1a8baf5e3c58001f360e1dba7a597850b9f535b15028c6e60205a1fb803c1a75		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	BAD55464.1	BAD55464.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	438	4243da2a327cc0a9955d63b5b013d98e2613562f604fbb735a44f0672bcf081c		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	RefSeq	WP_011146566.1	WP_011146566.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	451	eef0e593a451bbc2454ca669e48225f1427b83df115264de91bd402901d3912f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_SalSyn	seed_alignment	EMBL	AKQ52535.1	AKQ52535.1	nrp-metallophore-SI-main/1_rule_development/alignments/SalSyn.clw	452	b570ad71ee35c0e88e72904f6e06e350ecbc6a8cf896c97bb44c894aee82d8b2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	Q0S7I4	tr|Q0S7I4|Q0S7I4_RHOJR	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	448	ebc3404221e1bcf0f897d4574e7642aaff4f6dd6e546669fe3f0e2bdf0103b2a		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			fuscachelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	438	69a25440732b8e95dd58aed5ebe53f0013df36c9c53133686451b2583aede994		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			scabichelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	468	19b570c732543dd0375bce86673c3c9fa9f52961b6cd33f003946cc8607e746c		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			gobichelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	475	b008f70b8e4364f8ede3bf5d2a8c571ce0b54f350434a256b7bdc3e9538d2a75		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			qinichelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	472	f42050bc07bed8ba2a9890da35585ec5c8266156d45cbc23f717a227d0c38be2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			amychelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	426	21c0ae14de0215f00d850d025e052d7da6a6ba2f078c4057a8088de5c23d4813		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			albachelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	447	c344c553ecbec3eec52f8269e49a36eb460f1469f901b5df0b42cc15a7e0731e		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			erythrochelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	441	59134264c4269e46ad13f077ceb644304be7c025ce64828c0283b241d64870ca		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			coelichelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	451	26f29bb64372df22bcb574271dd40a5f8f6353e472c4275611281c792a69a310		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment			salinichelin	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	446	5a0855aba9568823d78d753cb171d08d3d9cc14df99adfb3c332e5267d71410b		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	A0A0F4QHH1	tr|A0A0F4QHH1|A0A0F4QHH1_9GAMM	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	410	d84c887cd00c56fed3382224b13418a3d58ec7877f0497e0afff2e580532372a	UniProtKB:A0A0F4QHH1	QUALIFIED
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	C1DIQ9	tr|C1DIQ9|C1DIQ9_AZOVD	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	453	85d85ef3c7f16efed45a4ba6d15dfbea07653b6c082ebe20b9301a323c33f669	UniProtKB:C1DIQ9	QUALIFIED
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	A0A375CHW0	tr|A0A375CHW0|A0A375CHW0_9BURK	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	452	4b2939a67eb1954ec929ec02a845af912b76923ea8551f702ccd6595dc51c965		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	Q0K0K9	tr|Q0K0K9|Q0K0K9_CUPNH	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	466	1de5ae0dc960761513b2e76152d2836eafbdee5d17b49133048b1c4ea30a9408		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	Q0VMR1	tr|Q0VMR1|Q0VMR1_ALCBS	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	430	86c0fc24f93183b16ed33bf560dfb6058cba6c04e873da4ec6665d0eeb5c7db1		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	A0A0C4WTD7	tr|A0A0C4WTD7|A0A0C4WTD7_9GAMM	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	434	250b04a098b22aa8014a8b4a0652ce27fe1c6c851bac37a7653c4e6ac1b91bda		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	B2JPG8	tr|B2JPG8|B2JPG8_PARP8	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	462	7ea444da54232cd90685f26be1cac1fe9185a757e171b5894e904c006f491a7e		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Orn_monoox	seed_alignment	UniProtKB	N6W943	tr|N6W943|N6W943_9ALTE	nrp-metallophore-SI-main/1_rule_development/alignments/Orn_monoox.clw	437	17ac0180815f08c9c447315f48f6237a0fd909b85c1f4ae64c3651ed2411e080		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_Lys_monoox	seed_alignment	UniProtKB	P9WKF7	sp|P9WKF7|MBTG_MYCTU	nrp-metallophore-SI-main/1_rule_development/alignments/Lys_monoox.clw	431	235ded34f30fe51b86ee0c9ebd6edcb86e8326f47e7a211a76132d696e7b03ba	UniProtKB:P9WKF7	QUALIFIED
proteintraitsmech:ELIFE109154_Lys_monoox	seed_alignment	UniProtKB	D5UZ39	tr|D5UZ39|D5UZ39_TSUPD	nrp-metallophore-SI-main/1_rule_development/alignments/Lys_monoox.clw	447	fba94984d2d79961f3c756918d490abb4091fb0efef100f9e326323b309b8cea	UniProtKB:D5UZ39	QUALIFIED
proteintraitsmech:ELIFE109154_Lys_monoox	seed_alignment	UniProtKB	W5T955	tr|W5T955|W5T955_9NOCA	nrp-metallophore-SI-main/1_rule_development/alignments/Lys_monoox.clw	429	71c75efe3ba3a1ab5584349c4dfc6cc4ada2e539c3628f7034704c9d6dc99237	UniProtKB:W5T955	QUALIFIED
proteintraitsmech:ELIFE109154_Lys_monoox	seed_alignment			Lys_nocobactin	nrp-metallophore-SI-main/1_rule_development/alignments/Lys_monoox.clw	429	5340d0c18a2814128a9bf74feb743453826cfd08105409964e977670ae94c0f2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_052267370.1	WP_052267370.1_363.9i/525.1t/321.8h_trans-3__324	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	324	bd3aa649ea8920cd6a1f5bd3967822d5df0d26f436ae5741639198fc44dedaf7	UniProtKB:A0AAJ4ZGQ6	QUALIFIED
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_186532662.1	WP_186532662.1_362.9i/536.4t/340h_trans-1__327	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	327	43964ec2c5c16af9c19f1387a5fbedad8ef92775f0a23fc7e737a6a4d2fc46be	UniProtKB:A0A923JFR9	QUALIFIED
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_167092777.1	WP_167092777.1_357.4i/532.2t/346.6h_trans-0__312	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	312	cb95a2f9a6887dd615f01a34d81745314e3f2e11148ad46f2f89eb9a5ea80c35	UniProtKB:A0ABX0NDT2	QUALIFIED
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_187520950.1	WP_187520950.1_350.3i/526t/325.5h_trans-3__328	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	328	5f3d49d7469556d399f453ab9ba4e3b0dfe5bc6b11d880cb9c9f83a4c83ed2c6		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_200997444.1	WP_200997444.1_347.2i/499.3t/309.4h_trans-3__329	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	329	8267655d7ef2c9b51f49cf86ddfaaff005bb2b2d3297a46be0a382a1e51b4660		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_221067138.1	WP_221067138.1_344.9i/508.1t/335.3h_trans-0__332	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	332	831c54436eb95adc0e99b36ec39e443938ec808f9afc8c679df4acfaa8ceddac		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_003444936.1	WP_003444936.1_343.6i/503.6t/338.8h_trans-3__326	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	326	bdc8239a5721a711550befecb3a05e9be717657024f7d05602889874c044fb6d		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_211854948.1	WP_211854948.1_342.1i/510.9t/319.5h_trans-0__325	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	325	05383e18540e4010f395e6606ed58ebae01b28215244da509218019e04fcb2b5		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_205752919.1	WP_205752919.1_341.1i/508.9t/323.6h_trans-1__357	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	357	98327b3b647ac6a6dff3e34d666c341c8b75f126c6abc01bac6bbf98502b0b76		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_190286296.1	WP_190286296.1_340.4i/507.5t/336.6h_trans-0__330	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	330	e02e4236765bd051d8d1ac71c9006bad5e5862466e0703cbe755f3f8ce44b226		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_171626041.1	WP_171626041.1_339.6i/492.2t/323.2h_trans-1__328	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	328	90ad2b8d0587b66dc72e507c8c0692892c8b906db90138bad514dcdcfdcfaf92		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_172235439.1	WP_172235439.1_337.8i/494.7t/318.3h_trans-0__320	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	320	ebadca82850a710140365b6c0afbabd314d86868ae6e4dc2f9a36b069ec0affb		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_110571951.1	WP_110571951.1_337.4i/510t/326.2h_trans-3__332	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	332	210e54091133bd6840c069f6e2b89cfe50aeb83d989f870d26638eed9b00447f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_085681517.1	WP_085681517.1_336.7i/501.6t/325.1h_trans-3__339	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	339	2f2bc80539637e126ad9974b3c26787f842bb9269dd54a4790677d2d23b4e125		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_013660133.1	WP_013660133.1_335i/510.2t/313.2h_trans-3__326	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	326	58c98f8425a309390b03cf3038a488ecb736c33aec2222521c2d4d5bc2321c51		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_168080378.1	WP_168080378.1_334.9i/482.8t/313.6h_trans-3__337	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	337	1b4490ad8227f498a810d829a55ff133a678ae1d305317b0890c47bd40e9647a		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_050756042.1	WP_050756042.1_333.7i/506.6t/329.8h_trans-1__332	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	332	1d41d674815465c2e4d65beeb06697fcbcdbc61887c76bb33b1edfcb16b1785e		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_152647189.1	WP_152647189.1_333.5i/481.2t/300.2h_trans-0__315	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	315	6da138f9f1a4c8a9bb07a0c511ba6ab328efad847edf6e49816de289a0383784		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_150050252.1	WP_150050252.1_333.3i/503t/337.2h_trans-1__335	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	335	d4d652575ca97770f46d254bdc05f5868a5d1cdc58d17dbe77cc7b635c5bbeb6		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_021489663.1	WP_021489663.1_332.3i/502.4t/313h_trans-3__328	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	328	ad8c1bbcc67a99b57f8b03b08f2cc20acc80383bb85e60ffb07fd29c2ff098a0		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_044617768.1	WP_044617768.1_331.6i/502.8t/309.1h_trans-0__334	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	334	39b45277f8bb80b9e72648c4ff02062feb21e824d0cb5f34efefdace12895c30		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_066669309.1	WP_066669309.1_329.6i/490.8t/307.8h_trans-1__330	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	330	d545e0636a5beb3e79f4e2bad531ede86243e64977899d2d599e52a4fba9e090		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_012487489.1	WP_012487489.1_328.7i/502.7t/308.1h_trans-1__326	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	326	a2fc1f1389dc78c1bd97c95d04784f2696ec8f5aba01875663a547c247ac7ed7		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_218564188.1	WP_218564188.1_325.6i/486t/319.8h_trans-2__327	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	327	76e08f9862e406d9d896ec6f3c53494f6c6477779b71313ab810e48b8e93f4a1		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_112711830.1	WP_112711830.1_324.9i/495.7t/314.5h_trans-3__321	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	321	44a1d19730863a6bda7e40b07834c967a66b3646cb019a31005e59a4356a85f3		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_180937582.1	WP_180937582.1_324.1i/509.8t/301.4h_trans-1__342	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	342	e67a1082f95aaf2f42ebba7fb834ae542c3879dc0734259fc7a199f330d92e71		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_126612612.1	WP_126612612.1_323.6i/480.1t/302.8h_trans-1__346	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	346	0f1226cb5795d0e1fa2984d59e50295ba39232b3e49b4c64298da2d34cf00e6f		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_084004578.1	WP_084004578.1_322.7i/471.8t/305.3h_trans-1__346	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	346	6b5d4251ed98d5167c54ffb9d8a67692fe4be23fcd4e85df37c2d38e418086a2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_066133820.1	WP_066133820.1_322.6i/489.9t/309h_trans-1__337	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	337	0525de2ac411edd3ec4d4796097e17915b9cd2d6a3e0c48312cffcf5cda01652		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_221191726.1	WP_221191726.1_321.9i/495.7t/h_trans-0__305	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	305	e462255d96eee377367009b6fb04a01851157cf0489fbff46f7be7a5191411ce		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_217648303.1	WP_217648303.1_320.8i/487.5t/316.8h_trans-1__328	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	328	393965083b66643962da060776b79ede3d619441ad71f9d9c75b8062634b3390		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_058895457.1	WP_058895457.1_317.2i/492.4t/309.8h_trans-1__335	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	335	750d5438921f4c43417de5ffc01ace1d4122d9342090be0e0312fd027fb05be8		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_149234175.1	WP_149234175.1_317.1i/492.5t/314.9h_trans-4__332	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	332	71a5084e454ae8fb94d79bff55c0ab6f661349caa5b9b5390ea9e7456d1d5ff2		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_190373841.1	WP_190373841.1_316.5i/508.2t/327.6h_trans-4__333	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	333	a499ac2ea080c3d7093db2a62ae0dd0869db5e412cb359fff1afd1e93d7f8a7b		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_186674708.1	WP_186674708.1_314.5i/483t/312.6h_trans-1__328	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	328	e86da37a9ee468ead1637f015b7c091d6a8684b6bb471ecec20e5b8cdd2681df		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_106354611.1	WP_106354611.1_313.8i/485.7t/h_trans-3__350	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	350	d5a019a8d9251a4014cc8356efa834c1feda8a7b6ddb53bcc45a6176572730fe		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_124956022.1	WP_124956022.1_313i/496.8t/305.4h_trans-1__330	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	330	f1625e03f5c3cb7c55da788f9dfd15d5e1082223f897a917361185a20dbc8974		SOURCE_ASSOCIATION_ONLY
proteintraitsmech:ELIFE109154_TBH_Asp	seed_alignment	RefSeq	WP_090552544.1	WP_090552544.1_310.3i/494.5t/307.3h_trans-3__316	nrp-metallophore-SI-main/1_rule_development/alignments/TBH_Asp.clw	316	a887b73ca580bb624e4e2c2503a71ecbf8e5e9d3551a92a27dc5df352bccb5c0		SOURCE_ASSOCIATION_ONLY
